"","X","McAllister.LTS.MD10","McAllister.LTS.MD11","McAllister.LTS.MD12","McAllister.LTS.MD13","McAllister.LTS.MD14","McAllister.LTS.MD15","McAllister.LTS.MD16","McAllister.LTS.MD17","McAllister.LTS.MD18","McAllister.LTS.MD19","McAllister.LTS.MD2","McAllister.LTS.MD20","McAllister.LTS.MD21","McAllister.LTS.MD3","McAllister.LTS.MD4","McAllister.LTS.MD5","McAllister.LTS.MD6","McAllister.LTS.MD7","McAllister.LTS.MD8","McAllister.LTS.MD9","McAllister.STS.MD1","McAllister.STS.MD10","McAllister.STS.MD11","McAllister.STS.MD12","McAllister.STS.MD13","McAllister.STS.MD14","McAllister.STS.MD15","McAllister.STS.MD16","McAllister.STS.MD17","McAllister.STS.MD18","McAllister.STS.MD19","McAllister.STS.MD2","McAllister.STS.MD20","McAllister.STS.MD21","McAllister.STS.MD22","McAllister.STS.MD3","McAllister.STS.MD4","McAllister.STS.MD5","McAllister.STS.MD6","McAllister.STS.MD7","McAllister.STS.MD8","McAllister.STS.MD9"
"681","Zotu.0684",1,1,1,1,1,0,2,0,1,1,3,2,0,1,1,0,0,1,3,3,0,1,0,2,2,1,1,0,0,2,0,0,2,2,3,3,2,1,5,1,0,1
"682","Zotu.0685",1,0,1,1,1,1,0,2,1,0,2,2,0,2,2,1,1,1,1,2,1,3,2,1,1,1,1,0,1,0,0,1,1,3,1,1,2,0,0,4,0,1
"683","Zotu.0686",0,1,0,0,1,0,2,0,1,3,2,2,0,1,0,2,0,0,2,0,0,3,1,1,0,0,1,2,2,2,2,1,2,0,0,1,2,0,0,0,0,0
"684","Zotu.0687",3,0,1,1,0,1,0,2,0,0,0,1,3,4,1,1,3,1,0,0,0,1,0,0,0,0,1,2,1,1,0,0,2,2,1,0,2,0,2,1,1,1
"685","Zotu.0688",2,0,1,0,2,0,0,1,0,0,2,0,0,1,2,1,1,1,0,0,0,0,2,2,2,2,1,0,0,1,1,1,0,1,3,0,1,0,1,2,2,1
"686","Zotu.0689",1,1,1,0,1,1,3,2,2,2,3,1,3,2,0,0,2,1,2,0,2,0,0,5,0,3,1,0,2,0,2,3,3,2,2,2,2,1,0,1,1,2
"687","Zotu.0690",0,1,2,1,2,0,0,2,1,1,0,3,0,0,2,0,1,2,1,0,2,2,0,2,1,1,1,0,2,1,1,1,0,1,0,0,0,1,0,2,4,3
"688","Zotu.0691",0,1,1,2,1,2,1,1,0,1,0,2,1,2,1,0,1,2,2,1,0,0,1,1,3,1,1,0,2,2,1,0,0,0,2,0,1,1,1,0,1,1
"689","Zotu.0692",2,1,3,0,0,0,2,0,0,0,1,1,1,1,1,1,0,1,2,0,0,3,0,1,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0
"690","Zotu.0693",0,1,1,3,0,2,1,1,1,0,1,1,2,3,1,0,2,0,0,1,1,1,3,2,1,1,0,1,1,1,2,1,1,1,0,1,2,0,1,1,0,1
"691","Zotu.0694",3,0,1,2,1,0,2,1,0,1,1,1,1,0,0,3,1,2,2,0,1,1,1,0,0,0,0,0,1,2,1,0,0,1,1,0,1,0,1,1,1,2
"692","Zotu.0695",3,2,0,1,1,0,0,2,3,0,2,1,0,0,1,0,0,0,0,1,2,0,2,2,0,0,0,2,0,0,1,2,1,0,2,0,0,0,3,1,1,0
"693","Zotu.0696",2,0,2,0,0,3,3,0,0,0,1,2,1,0,0,2,1,3,1,0,1,1,0,1,3,0,0,1,0,1,1,4,1,0,2,0,1,1,1,0,0,0
"694","Zotu.0697",2,0,0,1,0,2,1,2,0,1,1,0,2,1,1,0,0,2,0,1,1,1,0,1,0,0,2,1,1,0,3,2,0,0,2,0,1,1,1,4,1,0
"695","Zotu.0698",2,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,2,1,1,1,0,1,1,2,3,3,2,0,2,0,0,1,3,0,0,0,0,1,1
"696","Zotu.0699",2,1,0,1,0,1,0,0,1,1,0,3,2,0,1,0,3,1,0,1,0,4,0,3,0,1,1,2,1,3,0,2,0,1,1,0,1,1,1,0,1,0
"697","Zotu.0700",2,1,2,1,2,1,1,1,0,1,1,1,1,1,0,2,3,2,1,3,2,3,1,3,0,0,0,1,1,2,1,1,1,2,2,0,0,1,0,2,0,0
"698","Zotu.0701",0,1,1,0,1,2,1,1,1,3,6,2,0,0,1,0,0,1,0,1,1,2,1,2,2,0,0,1,0,0,0,3,1,0,1,0,0,0,2,0,0,3
"699","Zotu.0702",2,2,2,0,2,1,0,3,1,1,1,2,0,0,1,2,0,0,1,0,0,2,3,0,1,0,0,0,1,1,0,0,1,1,3,1,0,1,0,0,0,0
"700","Zotu.0703",0,1,2,1,1,1,0,1,2,2,1,1,1,1,1,1,0,0,0,1,1,2,0,0,3,1,0,2,2,0,0,0,0,1,0,2,0,3,3,2,0,1
"701","Zotu.0704",1,1,2,2,1,1,0,1,1,2,1,1,1,1,0,0,1,0,0,0,1,0,2,0,0,0,1,1,1,1,1,0,3,3,0,0,2,1,0,2,1,1
"702","Zotu.0705",2,0,1,1,0,3,1,1,0,1,3,0,0,3,1,1,2,1,1,3,1,0,2,1,0,0,1,1,1,1,2,0,2,1,1,0,0,0,1,0,0,1
"703","Zotu.0706",0,0,0,1,1,0,3,1,2,3,1,1,2,1,2,2,0,0,1,0,2,0,1,1,0,1,0,1,3,1,1,1,2,2,0,0,0,0,1,0,0,0
"704","Zotu.0707",0,1,1,1,0,1,1,0,1,1,1,0,2,1,0,1,4,1,0,2,1,2,1,0,3,0,3,0,2,1,0,2,3,2,3,0,1,2,1,2,1,0
"705","Zotu.0708",1,1,2,0,1,2,1,2,1,2,1,2,1,1,0,1,0,1,1,1,1,1,1,2,1,1,0,1,1,0,1,0,1,0,0,2,0,1,2,1,3,1
"706","Zotu.0709",2,0,1,0,0,1,0,0,3,0,0,1,1,0,1,1,2,1,2,2,1,2,2,1,0,0,2,2,0,1,0,1,2,0,0,2,1,2,1,1,0,2
"707","Zotu.0710",2,0,0,5,1,1,0,0,0,0,2,0,3,1,2,0,0,0,0,0,1,0,1,2,0,1,1,1,1,0,0,2,0,1,0,0,1,2,0,2,1,2
"708","Zotu.0711",0,1,2,1,2,2,3,1,1,2,1,1,1,1,0,3,1,1,3,1,2,0,0,1,1,1,1,1,1,1,0,0,1,0,1,4,3,0,2,0,1,3
"709","Zotu.0712",2,0,2,1,1,0,3,0,2,2,1,0,2,1,1,1,1,2,2,1,2,1,1,1,1,2,0,5,2,3,0,2,0,0,1,1,0,1,0,2,4,0
"710","Zotu.0713",1,1,1,0,0,0,2,1,2,0,1,1,2,1,0,0,1,2,0,2,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,3,1,1,1,0,3,2
"711","Zotu.0714",3,2,0,2,2,1,4,2,0,0,0,3,1,0,2,0,2,0,2,1,1,2,2,2,1,2,1,2,0,0,1,1,0,0,0,2,0,1,0,3,0,1
"712","Zotu.0715",0,2,1,1,1,3,2,0,3,0,0,0,0,1,1,1,0,1,1,2,1,1,0,3,0,1,1,0,2,0,1,1,1,0,0,0,1,1,0,1,2,1
"713","Zotu.0716",2,1,1,1,0,1,2,1,2,0,2,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,2,0,2,0,1,0,1,0,0,0,1,0,1,2,0
"714","Zotu.0717",1,0,1,3,0,0,0,0,1,1,0,2,1,0,0,1,3,0,0,0,1,0,1,0,1,2,1,0,0,0,0,3,2,2,1,1,2,0,0,1,0,1
"715","Zotu.0718",0,2,2,1,0,0,3,3,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,0,1,2,2,1,0,2,1,1,3,0,1,1,2,3
"716","Zotu.0719",1,1,1,1,1,4,0,2,1,1,1,0,1,1,0,2,0,1,0,1,0,1,2,2,1,0,2,0,2,4,2,3,0,0,2,1,3,0,2,0,0,0
"717","Zotu.0720",2,1,1,0,0,1,0,0,2,0,0,2,2,1,2,0,0,0,1,0,1,0,0,0,2,1,1,1,0,2,1,2,0,2,0,3,0,1,1,0,1,2
"718","Zotu.0721",0,1,1,2,1,2,0,0,1,1,2,1,2,1,0,2,1,2,1,2,1,0,3,0,2,0,1,1,0,0,0,2,2,0,1,1,0,3,1,1,2,2
"719","Zotu.0722",0,2,2,0,4,0,3,0,1,1,0,2,0,2,1,1,1,0,0,0,3,0,1,1,1,0,2,1,1,0,1,1,1,2,2,0,0,3,1,5,1,3
"720","Zotu.0723",1,2,4,0,2,2,1,1,1,1,0,0,0,0,1,2,0,0,1,0,2,1,1,2,0,1,1,3,2,0,0,0,0,1,1,4,0,2,1,0,1,0
"721","Zotu.0724",1,2,3,2,0,2,3,3,1,0,1,1,1,0,1,2,2,1,0,2,0,0,2,1,1,2,1,2,1,1,0,2,2,1,1,0,0,1,0,1,0,1
"722","Zotu.0725",0,0,0,1,2,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,2,1,0,3,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0
"723","Zotu.0726",1,0,3,0,0,2,1,0,1,0,0,2,0,1,1,2,0,0,1,1,0,0,1,0,2,3,1,0,2,1,1,0,0,1,0,3,3,2,1,1,1,0
"724","Zotu.0727",0,1,2,1,1,2,0,0,1,1,0,1,0,1,0,0,2,2,0,0,3,1,2,0,1,1,0,0,1,1,3,1,0,0,0,1,0,1,0,0,5,3
"725","Zotu.0728",0,2,0,2,0,1,0,1,2,0,0,0,2,3,0,0,1,2,2,1,3,0,1,0,0,1,1,0,2,1,0,0,2,0,2,0,5,2,0,4,1,0
"726","Zotu.0729",3,1,2,1,2,2,0,1,2,1,3,0,0,2,2,4,0,0,2,1,1,1,0,1,0,0,0,4,2,2,2,0,1,1,2,1,1,1,0,1,0,0
"727","Zotu.0730",1,1,1,0,2,1,0,2,1,2,0,2,0,1,0,2,2,0,0,0,3,0,0,2,4,1,0,2,0,0,0,2,2,0,1,0,0,1,0,1,2,1
"728","Zotu.0731",1,1,0,2,0,1,1,3,1,0,0,1,3,0,2,1,1,1,2,1,2,1,1,2,0,1,1,2,1,0,1,1,1,0,0,0,0,2,2,0,1,0
"729","Zotu.0732",0,1,0,5,0,1,1,4,1,0,3,1,0,2,2,3,0,2,0,0,1,3,1,2,1,2,0,0,1,3,1,1,1,1,3,1,2,2,0,0,4,0
"730","Zotu.0733",1,2,0,2,0,0,0,1,2,0,0,0,2,1,1,2,0,0,0,1,0,1,0,0,1,0,3,0,0,2,1,2,0,0,4,1,1,1,2,0,0,1
"731","Zotu.0734",1,1,0,0,1,0,0,1,3,3,0,1,0,3,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,2,2,1,1,1,2,1,0,1,0,0,0,1
"732","Zotu.0735",2,0,0,0,2,2,1,1,3,2,1,0,1,1,1,2,1,0,1,0,0,1,0,1,1,0,2,0,3,1,1,0,0,0,1,0,0,0,1,2,2,4
"733","Zotu.0736",1,1,0,0,2,0,1,0,2,0,1,0,1,1,2,2,0,1,0,1,1,1,0,1,2,1,2,3,0,2,0,1,1,0,1,0,1,1,2,0,0,0
"734","Zotu.0737",1,1,1,0,1,2,1,1,0,0,2,2,0,2,2,3,3,3,0,3,0,0,1,1,1,0,0,0,3,0,0,1,0,2,5,0,1,0,1,1,0,1
"735","Zotu.0738",1,0,0,1,3,0,1,1,1,3,2,2,3,3,0,1,2,4,0,0,1,0,1,1,1,1,3,1,1,0,0,1,1,3,1,1,1,2,1,1,2,1
"736","Zotu.0739",0,2,3,1,1,0,0,0,0,0,3,4,2,0,0,1,3,4,1,1,0,3,0,4,1,0,2,0,0,1,1,1,1,1,2,2,0,0,0,0,0,1
"737","Zotu.0740",0,0,1,3,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,2,1,1,0,1,2,3,1,0,1,2,0,3,0,5,0,1,1,0,2,2
"738","Zotu.0741",1,1,2,1,1,2,1,2,0,2,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,2,1,1,1,1,4,4,0
"739","Zotu.0742",0,1,3,0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,0,2,1,1,0,0,1,3,2,1,1,2,1,3,0,2,1,1
"740","Zotu.0743",0,1,2,0,0,1,1,1,2,0,3,0,1,1,2,3,1,1,1,0,0,1,0,1,0,0,1,2,1,0,1,4,0,1,0,3,1,1,2,3,2,2
"741","Zotu.0744",0,0,1,1,3,1,0,4,1,2,2,1,4,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,2
"742","Zotu.0745",1,0,1,2,0,2,0,0,2,0,1,2,0,0,1,2,1,1,0,4,1,1,2,2,0,0,1,3,1,0,0,0,2,0,1,1,4,0,1,1,2,1
"743","Zotu.0746",1,0,0,2,1,0,0,0,1,1,0,0,1,1,2,1,2,1,0,0,1,0,2,0,1,2,1,1,0,1,0,0,0,2,1,0,0,0,2,1,0,0
"744","Zotu.0748",1,1,1,1,0,2,1,1,0,0,1,2,0,0,1,0,1,0,2,0,0,2,0,3,0,2,0,2,2,1,0,0,4,2,0,0,4,1,0,0,1,0
"745","Zotu.0749",0,1,0,1,1,0,0,2,1,2,2,1,2,0,0,1,2,3,0,0,2,0,0,0,0,1,3,2,1,2,1,2,1,0,4,1,0,1,3,4,0,0
"746","Zotu.0750",0,0,3,2,0,1,0,1,2,0,1,4,1,0,0,2,3,2,2,2,0,1,0,2,0,0,0,1,2,2,0,0,1,4,1,0,1,0,2,2,0,1
"747","Zotu.0751",1,1,0,0,0,0,0,2,1,2,0,1,1,2,4,2,1,2,1,0,0,0,0,1,1,1,1,2,0,0,0,2,0,1,2,0,1,2,1,1,0,0
"748","Zotu.0752",0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,4,0,2,1,2,0,0,0,1,1,2,1,1,1,1,0,3,0,1,1,0,0,0,3,1,1,2
"749","Zotu.0753",2,1,1,2,2,2,1,0,1,1,0,2,0,0,0,0,0,4,2,1,0,0,1,2,2,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1
"750","Zotu.0754",2,0,0,3,1,1,2,0,2,2,0,2,1,1,0,0,1,1,2,1,1,0,0,0,1,0,0,1,1,0,1,2,1,2,1,0,1,3,1,0,0,1
"751","Zotu.0755",1,0,0,2,1,0,0,1,0,0,2,0,1,1,0,2,0,0,1,2,1,0,1,0,0,3,3,2,2,1,4,0,0,1,2,0,0,1,2,2,0,1
"752","Zotu.0756",1,2,0,1,0,0,3,0,0,0,1,1,0,1,1,0,0,1,0,4,2,1,0,3,0,0,1,1,1,2,1,3,0,1,0,0,2,0,2,2,1,2
"753","Zotu.0757",4,1,0,1,1,0,1,1,1,1,3,3,1,1,1,1,0,1,1,2,1,3,1,0,0,1,0,1,2,1,1,1,1,2,2,1,0,0,0,0,0,0
"754","Zotu.0758",0,1,1,2,2,3,1,0,0,2,0,2,4,0,2,1,0,1,4,2,1,1,2,1,2,0,0,2,1,1,1,2,0,1,0,1,0,1,0,1,0,2
"755","Zotu.0759",0,1,2,1,1,1,2,0,1,0,0,3,1,0,2,2,3,0,2,1,0,3,0,1,3,1,1,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0
"756","Zotu.0760",0,2,1,1,0,1,0,0,1,1,1,0,0,2,1,1,0,0,4,1,1,1,1,0,3,3,0,0,1,0,2,3,1,1,0,3,2,1,0,1,1,0
"757","Zotu.0761",3,1,1,1,1,1,1,2,0,0,1,2,2,2,1,1,2,1,2,3,0,0,0,2,1,1,0,1,1,1,2,1,0,1,2,0,0,0,1,0,0,0
"758","Zotu.0762",2,0,2,3,2,0,1,1,0,0,0,1,1,2,1,1,1,2,2,0,0,1,2,1,0,0,0,1,2,0,2,2,0,2,1,1,1,1,2,1,1,0
"759","Zotu.0763",1,1,0,0,0,0,2,1,2,0,1,1,0,1,1,2,0,1,1,1,0,1,1,0,1,1,1,1,0,2,2,0,1,0,2,1,2,0,1,1,0,2
"760","Zotu.0764",0,5,3,0,0,0,1,1,4,0,3,2,1,1,1,0,2,3,1,3,0,0,1,0,1,0,0,1,0,1,3,1,0,2,0,0,0,1,1,2,0,0
"761","Zotu.0765",0,0,1,1,1,0,0,2,2,0,0,1,0,0,1,1,0,0,2,0,2,1,0,1,2,1,2,2,2,2,1,5,0,2,2,1,1,0,0,0,0,0
"762","Zotu.0766",2,3,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,3,0,5,4,1,0,0,0,1,3,2,0,2,2,0,1,2,0,0
"763","Zotu.0767",1,1,3,1,1,1,0,2,1,1,2,1,2,1,1,1,0,0,1,2,1,1,0,2,1,2,0,1,0,0,1,0,2,0,1,2,0,2,0,0,1,0
"764","Zotu.0768",1,1,4,1,0,3,1,2,4,1,0,3,0,0,1,1,1,1,2,2,0,2,1,0,1,1,1,0,0,2,1,1,0,2,1,3,0,1,0,3,0,2
"765","Zotu.0769",0,0,0,0,2,2,1,1,2,0,2,0,1,3,3,1,1,1,0,1,0,0,1,0,3,0,0,0,2,1,0,1,0,0,2,2,1,0,4,1,0,0
"766","Zotu.0770",2,2,3,0,2,3,2,0,2,1,2,2,3,1,0,1,2,0,1,2,2,0,2,1,5,1,2,0,2,1,0,1,0,0,3,4,4,0,1,1,2,0
"767","Zotu.0771",1,1,1,2,1,1,1,2,1,0,0,0,2,0,1,2,1,1,0,3,1,0,2,0,0,2,0,1,1,2,0,3,0,1,1,2,0,0,1,1,1,0
"768","Zotu.0772",1,2,2,1,0,1,2,2,0,0,0,0,2,0,1,1,2,0,1,2,0,0,2,1,1,1,1,0,2,1,1,3,0,0,0,1,1,0,2,3,2,2
"769","Zotu.0773",3,1,2,1,0,0,2,1,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,1,2,2,2,2,2,2,0,1,2,0,0,1,3,1,0,4,2,1
"770","Zotu.0774",1,0,0,1,1,0,0,2,0,2,1,1,3,1,1,2,5,0,3,0,2,3,0,2,1,0,0,2,4,0,0,1,1,0,0,1,1,2,2,1,0,0
"771","Zotu.0775",1,1,2,0,0,0,2,2,0,1,2,1,4,1,0,1,1,2,2,0,0,2,1,1,0,0,0,1,1,1,1,1,0,1,2,0,2,1,0,0,0,0
"772","Zotu.0776",0,0,1,2,0,0,0,0,0,2,0,1,2,1,1,3,3,3,2,1,2,0,0,0,1,0,1,0,2,2,0,0,0,0,1,1,2,1,0,0,0,1
"773","Zotu.0777",1,1,3,0,0,3,1,0,1,1,3,1,0,2,2,1,1,0,1,2,0,0,1,1,1,3,0,2,0,0,1,0,1,0,5,0,0,1,0,0,0,1
"774","Zotu.0778",2,0,2,0,4,1,1,1,2,1,1,0,3,1,0,3,4,0,2,2,1,1,1,0,0,3,1,0,0,1,2,0,0,0,0,1,2,2,3,1,0,0
"775","Zotu.0779",1,2,1,3,0,3,0,2,1,4,0,1,1,0,1,1,2,0,2,0,1,1,1,1,0,0,2,3,1,0,0,1,0,2,2,0,1,0,2,1,1,1
"776","Zotu.0780",1,0,1,2,0,2,0,0,2,0,1,0,0,0,0,1,1,0,0,4,3,2,1,0,1,2,0,1,3,2,0,0,0,1,0,1,0,4,0,0,0,4
"777","Zotu.0781",2,2,2,3,1,0,0,1,0,0,1,1,3,1,2,1,0,1,0,1,0,2,0,3,1,1,2,0,1,0,0,1,1,0,0,1,2,0,2,1,1,1
"778","Zotu.0782",1,1,0,2,1,0,2,2,1,1,0,0,1,2,1,0,2,1,1,2,0,2,1,2,1,0,1,1,1,0,7,2,0,1,1,1,1,1,0,1,0,3
"779","Zotu.0783",1,2,0,0,2,1,0,1,0,0,2,1,1,2,0,2,1,1,0,0,0,1,1,1,1,2,1,2,2,0,3,0,2,0,1,1,0,2,1,0,0,3
"780","Zotu.0784",0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,2,2,2,1,4,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,3,2,0
"781","Zotu.0785",2,1,3,0,0,0,1,1,1,1,1,4,0,1,2,0,0,0,0,0,1,3,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2
"782","Zotu.0786",2,1,2,1,1,1,0,2,2,1,1,2,1,0,1,0,1,2,2,2,1,1,2,0,1,2,0,0,0,0,1,2,3,0,1,2,1,1,0,2,2,1
"783","Zotu.0787",0,2,2,0,0,3,1,2,1,0,0,2,1,0,1,2,2,1,0,0,3,2,2,2,0,0,1,0,1,2,2,2,0,1,2,2,0,2,4,3,2,1
"784","Zotu.0788",0,1,0,1,0,0,0,0,0,1,2,1,1,2,3,0,1,1,2,1,1,0,0,3,6,0,1,0,1,2,1,1,0,1,2,1,1,1,1,1,0,2
"785","Zotu.0789",1,1,0,1,1,2,0,2,0,1,1,1,0,1,2,0,1,3,0,2,0,0,1,2,1,0,0,0,1,1,1,0,1,1,2,1,0,0,1,2,1,0
"786","Zotu.0790",1,0,0,0,0,1,0,1,0,3,2,0,1,0,0,0,2,1,0,2,2,1,1,0,2,0,0,0,2,0,1,1,3,1,0,0,2,3,0,0,2,0
"787","Zotu.0791",0,0,0,2,3,0,1,1,0,1,0,2,1,0,1,2,2,0,3,0,2,0,4,3,0,2,2,1,0,1,4,0,2,1,2,1,0,0,1,2,1,0
"788","Zotu.0792",2,0,0,2,0,2,1,1,2,0,3,1,1,1,1,0,2,1,1,1,0,1,0,0,1,2,1,0,0,0,0,1,1,1,0,2,1,2,2,1,2,1
"789","Zotu.0793",1,1,0,1,3,0,0,2,0,2,1,1,1,0,1,0,1,2,0,2,1,0,2,0,1,1,2,1,1,0,0,0,2,1,0,1,2,0,0,0,3,0
"790","Zotu.0794",0,0,1,2,1,1,0,1,2,1,0,1,1,2,1,0,0,0,2,3,0,3,1,2,0,0,0,0,1,1,0,0,2,1,1,1,1,1,1,0,1,1
"791","Zotu.0795",0,2,0,2,2,2,2,1,1,1,0,0,1,1,1,1,1,3,0,1,2,1,2,2,1,0,0,0,1,0,1,1,1,0,0,1,2,1,0,1,0,0
"792","Zotu.0796",1,0,0,0,0,0,1,0,1,2,0,2,2,3,1,0,1,0,1,2,0,0,0,1,0,2,0,0,0,1,2,1,1,0,2,1,0,0,0,0,1,0
"793","Zotu.0797",2,0,1,2,2,0,2,1,0,0,2,1,1,1,0,1,0,1,3,1,0,1,0,2,4,0,1,4,0,0,0,0,1,2,0,3,0,1,0,1,0,0
"794","Zotu.0798",2,1,1,0,2,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,2,0,0,2,0,2,0,1,1,1,0,0,0,1
"795","Zotu.0799",1,2,1,0,1,4,0,1,0,2,0,1,2,2,2,4,1,0,0,1,1,1,3,2,1,2,1,1,4,0,1,1,1,1,1,0,0,0,0,0,5,6
"796","Zotu.0800",1,1,1,2,1,2,2,0,1,2,0,0,3,0,1,2,0,1,4,2,0,3,1,0,0,1,3,0,0,1,0,0,2,1,1,0,1,1,1,0,2,2
"797","Zotu.0801",0,2,2,0,2,1,0,0,1,1,0,1,3,1,1,1,1,0,0,1,1,0,0,1,1,1,0,2,0,2,1,0,2,1,0,3,2,1,0,3,0,1
"798","Zotu.0802",0,1,2,1,0,0,2,2,1,0,1,1,2,1,1,0,1,1,2,1,1,2,1,1,1,0,1,4,0,1,1,0,2,0,0,1,0,0,0,1,0,1
"799","Zotu.0803",0,2,2,0,1,4,1,0,1,1,0,0,0,1,1,2,2,3,2,0,1,2,0,1,0,1,0,0,0,2,1,0,1,1,0,1,1,2,1,1,1,0
"800","Zotu.0804",0,2,0,0,5,1,0,1,0,1,2,1,1,1,1,2,1,0,2,2,0,1,0,1,0,1,1,0,2,1,1,0,2,0,3,1,0,0,3,1,1,1
"801","Zotu.0805",0,0,1,3,3,0,1,1,0,0,0,1,0,0,1,2,0,1,0,1,0,1,1,1,1,1,2,1,2,0,1,2,0,2,1,2,0,0,4,1,2,1
"802","Zotu.0806",1,0,1,2,1,3,1,1,1,0,0,1,2,2,2,1,1,2,0,1,0,1,3,1,0,0,1,2,0,2,1,1,2,1,2,2,1,1,0,1,1,0
"803","Zotu.0807",0,3,0,4,1,0,0,3,1,1,1,1,1,1,1,0,0,2,1,2,1,1,2,0,0,3,2,0,4,0,2,0,0,2,0,2,1,0,2,2,1,1
"804","Zotu.0808",1,1,1,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,1,2,2,1,0,2,1,0,0,1,0,1,2
"805","Zotu.0809",1,0,2,0,0,1,2,0,0,2,0,1,0,0,1,0,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,0,0,1,0,1,1,0,3,0,0,0
"806","Zotu.0810",2,0,0,1,2,2,1,3,1,1,0,0,0,1,1,1,1,2,0,0,1,2,2,1,0,2,0,3,1,0,2,3,1,0,0,1,0,1,0,0,6,1
"807","Zotu.0811",0,1,1,2,0,2,1,2,0,0,4,1,0,1,1,1,3,0,0,1,1,1,0,0,3,0,2,1,1,1,2,3,2,1,0,2,0,2,2,1,2,3
"808","Zotu.0812",1,1,0,2,1,2,1,1,2,2,1,0,1,0,1,1,0,1,1,3,1,2,0,1,2,1,0,2,1,0,2,0,3,0,2,1,5,1,0,1,1,2
"809","Zotu.0813",1,1,1,0,1,2,1,1,1,0,4,0,3,1,4,3,0,3,0,2,3,3,3,3,0,0,2,1,2,1,2,1,1,0,0,0,0,1,0,0,2,0
"810","Zotu.0814",1,0,0,0,0,1,0,0,2,1,1,1,1,1,1,3,2,1,1,1,0,0,2,1,0,1,0,2,0,2,1,0,2,0,0,2,1,3,2,1,2,1
"811","Zotu.0815",1,0,1,1,1,0,0,0,0,0,2,1,1,0,2,2,4,2,0,1,0,0,2,1,0,0,1,0,1,2,1,1,1,1,2,1,0,1,0,0,1,1
"812","Zotu.0816",0,2,1,0,1,0,2,1,1,2,1,0,1,2,1,4,2,1,2,1,0,7,1,4,0,1,2,1,1,1,1,0,1,0,2,0,1,2,0,1,2,1
"813","Zotu.0817",1,3,0,0,0,1,1,0,1,1,3,0,1,2,0,0,1,3,0,0,2,2,3,0,1,1,1,1,0,0,1,2,0,2,2,1,0,0,2,0,1,0
"814","Zotu.0818",1,0,2,1,0,1,0,1,0,2,2,1,1,2,0,1,0,0,1,0,2,0,1,1,4,0,0,0,2,2,0,0,1,1,3,1,1,0,1,1,3,2
"815","Zotu.0819",0,4,1,1,1,0,2,1,2,2,1,1,3,1,1,0,2,3,1,0,0,1,2,1,1,0,1,2,0,1,2,0,0,2,1,2,0,3,0,0,1,0
"816","Zotu.0820",1,0,1,0,2,2,1,1,2,0,1,1,0,0,0,2,2,1,1,0,1,1,0,2,1,1,2,3,1,1,0,1,0,3,0,3,2,1,0,3,0,1
"817","Zotu.0821",1,0,1,2,2,1,0,0,1,1,2,1,4,2,1,1,2,2,2,2,2,2,2,0,0,1,2,0,0,1,0,0,1,0,1,1,1,1,1,2,0,3
"818","Zotu.0822",1,1,3,3,0,1,0,0,0,0,1,2,0,3,1,1,2,1,0,0,1,1,4,0,3,2,0,3,2,0,1,3,1,0,0,1,1,1,2,0,0,3
"819","Zotu.0823",0,1,2,1,0,0,1,2,0,0,3,1,1,1,3,0,3,1,0,3,0,0,2,0,4,2,0,0,4,1,0,0,0,0,1,1,0,1,1,0,2,2
"820","Zotu.0824",1,1,0,5,1,3,1,1,1,1,2,1,0,0,0,0,1,0,0,1,2,1,0,2,0,3,0,1,1,1,1,2,2,1,1,1,0,1,1,3,1,0
"821","Zotu.0825",0,0,2,2,1,0,0,1,1,1,2,0,1,0,0,0,1,2,1,1,1,2,0,0,1,2,1,0,2,0,0,0,2,0,0,3,0,4,2,1,0,0
